Color at (1490, 795): R=117, G=100, B=80
Color at (1490, 795): R=89, G=61, B=35
Color at (1490, 795): R=88, G=61, B=35
Color at (1490, 795): R=88, G=61, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=90, G=62, B=36
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=88, G=61, B=35
Color at (1490, 795): R=88, G=61, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=36
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=88, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=88, G=61, B=34
Color at (1490, 795): R=88, G=61, B=34
Color at (1490, 795): R=88, G=61, B=35
Color at (1490, 795): R=89, G=61, B=35
Color at (1490, 795): R=88, G=61, B=35
Color at (1490, 795): R=89, G=61, B=35
Color at (1490, 795): R=89, G=62, B=35
Color at (1490, 795): R=89, G=61, B=35
Color at (1490, 795): R=88, G=61, B=34
Color at (1490, 795): R=89, G=62, B=34
Color at (1490, 795): R=88, G=61, B=34
Color at (1490, 795): R=88, G=62, B=34
Color at (1490, 795): R=88, G=62, B=34
Color at (1490, 795): R=88, G=62, B=34
Color at (1490, 795): R=88, G=62, B=34
Color at (1490, 795): R=87, G=61, B=34
Color at (1490, 795): R=87, G=62, B=34
Color at (1490, 795): R=87, G=62, B=33
Color at (1490, 795): R=87, G=63, B=33
Color at (1490, 795): R=87, G=63, B=33
Color at (1490, 795): R=87, G=62, B=33
Color at (1490, 795): R=86, G=62, B=33
Color at (1490, 795): R=86, G=62, B=34
Color at (1490, 795): R=87, G=61, B=34
Color at (1490, 795): R=87, G=61, B=34
Color at (1490, 795): R=87, G=61, B=35
Color at (1490, 795): R=88, G=62, B=36
Color at (1490, 795): R=88, G=61, B=36
Color at (1490, 795): R=87, G=62, B=35
Color at (1490, 795): R=87, G=62, B=36
Color at (1490, 795): R=87, G=62, B=36
Color at (1490, 795): R=87, G=62, B=36
Color at (1490, 795): R=86, G=62, B=35
Color at (1490, 795): R=86, G=62, B=36
Color at (1490, 795): R=86, G=64, B=39
Color at (1490, 795): R=103, G=157, B=129
Color at (1490, 795): R=101, G=110, B=42
Color at (1490, 795): R=100, G=94, B=41
Color at (1490, 795): R=93, G=81, B=38
Color at (1490, 795): R=93, G=80, B=38
Color at (1490, 795): R=92, G=76, B=37
Color at (1490, 795): R=93, G=75, B=38
Color at (1490, 795): R=92, G=71, B=37
Color at (1490, 795): R=92, G=70, B=37
Color at (1490, 795): R=92, G=69, B=37
Color at (1490, 795): R=91, G=69, B=36
Color at (1490, 795): R=90, G=68, B=36
Color at (1490, 795): R=90, G=68, B=36
Color at (1490, 795): R=89, G=67, B=35
Color at (1490, 795): R=89, G=67, B=35
Color at (1490, 795): R=88, G=66, B=35
Color at (1490, 795): R=89, G=66, B=35
Color at (1490, 795): R=89, G=67, B=35
Color at (1490, 795): R=89, G=67, B=34
Color at (1490, 795): R=90, G=67, B=35
Color at (1490, 795): R=88, G=66, B=35
Color at (1490, 795): R=88, G=65, B=35
Color at (1490, 795): R=88, G=65, B=35
Color at (1490, 795): R=88, G=65, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=87, G=63, B=35
Color at (1490, 795): R=86, G=63, B=35
Color at (1490, 795): R=85, G=62, B=34
Color at (1490, 795): R=85, G=63, B=34
Color at (1490, 795): R=85, G=63, B=34
Color at (1490, 795): R=83, G=62, B=35
Color at (1490, 795): R=83, G=63, B=35
Color at (1490, 795): R=94, G=106, B=46
Color at (1490, 795): R=93, G=193, B=177
Color at (1490, 795): R=87, G=64, B=38
Color at (1490, 795): R=90, G=65, B=38
Color at (1490, 795): R=89, G=65, B=38
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=88, G=63, B=36
Color at (1490, 795): R=86, G=61, B=34
Color at (1490, 795): R=85, G=60, B=33
Color at (1490, 795): R=84, G=59, B=33
Color at (1490, 795): R=87, G=61, B=34
Color at (1490, 795): R=87, G=61, B=34
Color at (1490, 795): R=87, G=61, B=34
Color at (1490, 795): R=88, G=62, B=34
Color at (1490, 795): R=87, G=61, B=34
Color at (1490, 795): R=87, G=62, B=34
Color at (1490, 795): R=88, G=62, B=33
Color at (1490, 795): R=87, G=63, B=33
Color at (1490, 795): R=87, G=63, B=32
Color at (1490, 795): R=86, G=62, B=33
Color at (1490, 795): R=86, G=62, B=33
Color at (1490, 795): R=86, G=61, B=33
Color at (1490, 795): R=86, G=60, B=33
Color at (1490, 795): R=86, G=60, B=33
Color at (1490, 795): R=86, G=60, B=33
Color at (1490, 795): R=86, G=60, B=33
Color at (1490, 795): R=85, G=60, B=33
Color at (1490, 795): R=85, G=60, B=33
Color at (1490, 795): R=85, G=60, B=33
Color at (1490, 795): R=85, G=60, B=33
Color at (1490, 795): R=85, G=60, B=33
Color at (1490, 795): R=84, G=59, B=32
Color at (1490, 795): R=84, G=59, B=32
Color at (1490, 795): R=83, G=58, B=32
Color at (1490, 795): R=84, G=60, B=32
Color at (1490, 795): R=83, G=60, B=32
Color at (1490, 795): R=84, G=61, B=32
Color at (1490, 795): R=85, G=61, B=33
Color at (1490, 795): R=84, G=60, B=33
Color at (1490, 795): R=84, G=60, B=33
Color at (1490, 795): R=85, G=60, B=33
Color at (1490, 795): R=85, G=59, B=33
Color at (1490, 795): R=85, G=59, B=33
Color at (1490, 795): R=85, G=59, B=33
Color at (1490, 795): R=85, G=59, B=33
Color at (1490, 795): R=85, G=59, B=33
Color at (1490, 795): R=85, G=59, B=33
Color at (1490, 795): R=85, G=59, B=33
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=83, G=58, B=32
Color at (1490, 795): R=84, G=58, B=33
Color at (1490, 795): R=84, G=59, B=33
Color at (1490, 795): R=85, G=60, B=32
Color at (1490, 795): R=86, G=61, B=33
Color at (1490, 795): R=86, G=61, B=33
Color at (1490, 795): R=85, G=60, B=33
Color at (1490, 795): R=85, G=60, B=33
Color at (1490, 795): R=84, G=58, B=33
Color at (1490, 795): R=84, G=58, B=33
Color at (1490, 795): R=84, G=58, B=33
Color at (1490, 795): R=84, G=58, B=33
Color at (1490, 795): R=84, G=58, B=34
Color at (1490, 795): R=84, G=58, B=34
Color at (1490, 795): R=84, G=59, B=34
Color at (1490, 795): R=83, G=58, B=33
Color at (1490, 795): R=83, G=58, B=33
Color at (1490, 795): R=83, G=58, B=33
Color at (1490, 795): R=83, G=58, B=33
Color at (1490, 795): R=83, G=59, B=33
Color at (1490, 795): R=113, G=164, B=85
Color at (1490, 795): R=234, G=252, B=207
Color at (1490, 795): R=85, G=61, B=35
Color at (1490, 795): R=85, G=60, B=34
Color at (1490, 795): R=84, G=60, B=34
Color at (1490, 795): R=84, G=60, B=34
Color at (1490, 795): R=85, G=60, B=35
Color at (1490, 795): R=84, G=60, B=34
Color at (1490, 795): R=84, G=60, B=34
Color at (1490, 795): R=84, G=60, B=34
Color at (1490, 795): R=84, G=60, B=34
Color at (1490, 795): R=83, G=59, B=34
Color at (1490, 795): R=84, G=59, B=34
Color at (1490, 795): R=84, G=60, B=35
Color at (1490, 795): R=84, G=70, B=46
Color at (1490, 795): R=150, G=226, B=221
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=87, G=63, B=36
Color at (1490, 795): R=86, G=61, B=36
Color at (1490, 795): R=87, G=61, B=35
Color at (1490, 795): R=86, G=60, B=35
Color at (1490, 795): R=85, G=60, B=34
Color at (1490, 795): R=84, G=59, B=34
Color at (1490, 795): R=84, G=59, B=33
Color at (1490, 795): R=85, G=59, B=33
Color at (1490, 795): R=85, G=59, B=33
Color at (1490, 795): R=84, G=58, B=33
Color at (1490, 795): R=85, G=58, B=33
Color at (1490, 795): R=84, G=58, B=33
Color at (1490, 795): R=84, G=57, B=33
Color at (1490, 795): R=83, G=57, B=33
Color at (1490, 795): R=83, G=57, B=33
Color at (1490, 795): R=83, G=57, B=33
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=81, G=56, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=81, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=82, G=56, B=31
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=58, B=31
Color at (1490, 795): R=84, G=59, B=31
Color at (1490, 795): R=84, G=59, B=31
Color at (1490, 795): R=83, G=58, B=30
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=56, B=31
Color at (1490, 795): R=83, G=56, B=31
Color at (1490, 795): R=83, G=56, B=31
Color at (1490, 795): R=83, G=56, B=31
Color at (1490, 795): R=83, G=56, B=31
Color at (1490, 795): R=83, G=56, B=31
Color at (1490, 795): R=82, G=55, B=31
Color at (1490, 795): R=82, G=55, B=31
Color at (1490, 795): R=82, G=55, B=31
Color at (1490, 795): R=82, G=55, B=31
Color at (1490, 795): R=82, G=55, B=31
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=84, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=81, G=56, B=32
Color at (1490, 795): R=81, G=56, B=31
Color at (1490, 795): R=81, G=57, B=31
Color at (1490, 795): R=82, G=57, B=31
Color at (1490, 795): R=83, G=58, B=31
Color at (1490, 795): R=84, G=59, B=31
Color at (1490, 795): R=84, G=59, B=32
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=84, G=58, B=31
Color at (1490, 795): R=85, G=58, B=32
Color at (1490, 795): R=85, G=58, B=32
Color at (1490, 795): R=84, G=57, B=31
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=83, G=58, B=32
Color at (1490, 795): R=85, G=76, B=39
Color at (1490, 795): R=124, G=126, B=48
Color at (1490, 795): R=128, G=160, B=67
Color at (1490, 795): R=85, G=59, B=34
Color at (1490, 795): R=84, G=58, B=34
Color at (1490, 795): R=85, G=58, B=34
Color at (1490, 795): R=84, G=58, B=33
Color at (1490, 795): R=84, G=58, B=33
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=84, G=57, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=83, G=57, B=31
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=84, G=59, B=32
Color at (1490, 795): R=84, G=59, B=32
Color at (1490, 795): R=85, G=59, B=32
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=85, G=58, B=32
Color at (1490, 795): R=85, G=58, B=32
Color at (1490, 795): R=85, G=58, B=32
Color at (1490, 795): R=85, G=57, B=32
Color at (1490, 795): R=85, G=57, B=32
Color at (1490, 795): R=84, G=57, B=32
Color at (1490, 795): R=84, G=57, B=31
Color at (1490, 795): R=84, G=57, B=31
Color at (1490, 795): R=84, G=57, B=32
Color at (1490, 795): R=84, G=57, B=32
Color at (1490, 795): R=84, G=57, B=32
Color at (1490, 795): R=84, G=57, B=32
Color at (1490, 795): R=85, G=59, B=32
Color at (1490, 795): R=85, G=60, B=32
Color at (1490, 795): R=85, G=60, B=31
Color at (1490, 795): R=85, G=60, B=31
Color at (1490, 795): R=84, G=59, B=31
Color at (1490, 795): R=83, G=58, B=32
Color at (1490, 795): R=83, G=58, B=32
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=85, G=58, B=33
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=85, G=58, B=33
Color at (1490, 795): R=84, G=57, B=32
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=83, G=58, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=83, G=58, B=32
Color at (1490, 795): R=83, G=59, B=32
Color at (1490, 795): R=84, G=60, B=31
Color at (1490, 795): R=84, G=60, B=31
Color at (1490, 795): R=82, G=59, B=31
Color at (1490, 795): R=82, G=59, B=32
Color at (1490, 795): R=82, G=58, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=82, G=57, B=32
Color at (1490, 795): R=81, G=56, B=32
Color at (1490, 795): R=81, G=56, B=32
Color at (1490, 795): R=80, G=56, B=31
Color at (1490, 795): R=80, G=57, B=32
Color at (1490, 795): R=80, G=57, B=32
Color at (1490, 795): R=80, G=64, B=40
Color at (1490, 795): R=204, G=242, B=238
Color at (1490, 795): R=84, G=62, B=35
Color at (1490, 795): R=85, G=62, B=35
Color at (1490, 795): R=84, G=60, B=34
Color at (1490, 795): R=83, G=59, B=34
Color at (1490, 795): R=82, G=58, B=33
Color at (1490, 795): R=82, G=58, B=33
Color at (1490, 795): R=83, G=58, B=33
Color at (1490, 795): R=83, G=58, B=33
Color at (1490, 795): R=82, G=58, B=33
Color at (1490, 795): R=82, G=58, B=33
Color at (1490, 795): R=81, G=57, B=33
Color at (1490, 795): R=81, G=58, B=33
Color at (1490, 795): R=80, G=58, B=34
Color at (1490, 795): R=80, G=62, B=38
Color at (1490, 795): R=203, G=241, B=239
Color at (1490, 795): R=94, G=88, B=37
Color at (1490, 795): R=84, G=62, B=34
Color at (1490, 795): R=86, G=61, B=34
Color at (1490, 795): R=84, G=59, B=34
Color at (1490, 795): R=83, G=58, B=33
Color at (1490, 795): R=84, G=57, B=33
Color at (1490, 795): R=84, G=57, B=33
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=31
Color at (1490, 795): R=82, G=55, B=31
Color at (1490, 795): R=82, G=55, B=31
Color at (1490, 795): R=81, G=55, B=31
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=83, G=56, B=32
Color at (1490, 795): R=82, G=56, B=31
Color at (1490, 795): R=82, G=56, B=31
Color at (1490, 795): R=81, G=55, B=31
Color at (1490, 795): R=80, G=55, B=31
Color at (1490, 795): R=80, G=55, B=31
Color at (1490, 795): R=80, G=56, B=32
Color at (1490, 795): R=80, G=56, B=32
Color at (1490, 795): R=81, G=57, B=33
Color at (1490, 795): R=93, G=129, B=98
Color at (1490, 795): R=80, G=69, B=32
Color at (1490, 795): R=77, G=55, B=31
Color at (1490, 795): R=77, G=55, B=31
Color at (1490, 795): R=78, G=54, B=31
Color at (1490, 795): R=80, G=54, B=31
Color at (1490, 795): R=79, G=53, B=31
Color at (1490, 795): R=80, G=54, B=31
Color at (1490, 795): R=80, G=54, B=31
Color at (1490, 795): R=78, G=53, B=31
Color at (1490, 795): R=79, G=53, B=31
Color at (1490, 795): R=79, G=53, B=31
Color at (1490, 795): R=79, G=53, B=31
Color at (1490, 795): R=79, G=53, B=31
Color at (1490, 795): R=80, G=54, B=31
Color at (1490, 795): R=80, G=53, B=30
Color at (1490, 795): R=80, G=53, B=30
Color at (1490, 795): R=80, G=53, B=30
Color at (1490, 795): R=80, G=53, B=30
Color at (1490, 795): R=80, G=52, B=30
Color at (1490, 795): R=80, G=53, B=30
Color at (1490, 795): R=80, G=53, B=29
Color at (1490, 795): R=80, G=53, B=29
Color at (1490, 795): R=80, G=53, B=29
Color at (1490, 795): R=80, G=53, B=30
Color at (1490, 795): R=80, G=53, B=30
Color at (1490, 795): R=80, G=54, B=30
Color at (1490, 795): R=79, G=54, B=30
Color at (1490, 795): R=79, G=53, B=30
Color at (1490, 795): R=79, G=54, B=30
Color at (1490, 795): R=78, G=53, B=30
Color at (1490, 795): R=78, G=53, B=30
Color at (1490, 795): R=77, G=53, B=31
Color at (1490, 795): R=77, G=59, B=36
Color at (1490, 795): R=85, G=204, B=196
Color at (1490, 795): R=83, G=58, B=33
Color at (1490, 795): R=80, G=56, B=32
Color at (1490, 795): R=81, G=56, B=32
Color at (1490, 795): R=80, G=55, B=32
Color at (1490, 795): R=80, G=54, B=31
Color at (1490, 795): R=79, G=53, B=30
Color at (1490, 795): R=78, G=52, B=30
Color at (1490, 795): R=78, G=52, B=30
Color at (1490, 795): R=78, G=52, B=30
Color at (1490, 795): R=78, G=52, B=30
Color at (1490, 795): R=79, G=53, B=31
Color at (1490, 795): R=79, G=53, B=31
Color at (1490, 795): R=78, G=52, B=30
Color at (1490, 795): R=78, G=53, B=31
Color at (1490, 795): R=78, G=53, B=31
Color at (1490, 795): R=78, G=52, B=31
Color at (1490, 795): R=78, G=52, B=30
Color at (1490, 795): R=79, G=53, B=31
Color at (1490, 795): R=79, G=52, B=31
Color at (1490, 795): R=80, G=53, B=31
Color at (1490, 795): R=80, G=53, B=31
Color at (1490, 795): R=80, G=53, B=31
Color at (1490, 795): R=80, G=53, B=31
Color at (1490, 795): R=80, G=53, B=31
Color at (1490, 795): R=79, G=53, B=30
Color at (1490, 795): R=79, G=53, B=30
Color at (1490, 795): R=79, G=53, B=30
Color at (1490, 795): R=78, G=53, B=30
Color at (1490, 795): R=78, G=53, B=30
Color at (1490, 795): R=78, G=53, B=31
Color at (1490, 795): R=79, G=55, B=32
Color at (1490, 795): R=79, G=55, B=32
Color at (1490, 795): R=110, G=215, B=195
Color at (1490, 795): R=81, G=66, B=31
Color at (1490, 795): R=79, G=56, B=31
Color at (1490, 795): R=83, G=58, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=82, G=56, B=32
Color at (1490, 795): R=81, G=56, B=32
Color at (1490, 795): R=81, G=56, B=32
Color at (1490, 795): R=81, G=56, B=32
Color at (1490, 795): R=80, G=55, B=32
Color at (1490, 795): R=79, G=54, B=32
Color at (1490, 795): R=80, G=55, B=32
Color at (1490, 795): R=79, G=56, B=33
Color at (1490, 795): R=80, G=61, B=37
Color at (1490, 795): R=203, G=241, B=239
Color at (1490, 795): R=111, G=112, B=40
Color at (1490, 795): R=93, G=73, B=34
Color at (1490, 795): R=88, G=66, B=33
Color at (1490, 795): R=86, G=62, B=33
Color at (1490, 795): R=87, G=62, B=33
Color at (1490, 795): R=84, G=59, B=32
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=84, G=58, B=32
Color at (1490, 795): R=83, G=57, B=32
Color at (1490, 795): R=83, G=56, B=31
Color at (1490, 795): R=82, G=56, B=31
Color at (1490, 795): R=82, G=56, B=31
Color at (1490, 795): R=82, G=56, B=31
Color at (1490, 795): R=82, G=57, B=31
Color at (1490, 795): R=82, G=57, B=31
Color at (1490, 795): R=83, G=58, B=31
Color at (1490, 795): R=83, G=59, B=31
Color at (1490, 795): R=83, G=59, B=31
Color at (1490, 795): R=82, G=58, B=31
Color at (1490, 795): R=82, G=56, B=31
Color at (1490, 795): R=82, G=56, B=31
Color at (1490, 795): R=81, G=55, B=31
Color at (1490, 795): R=81, G=54, B=31
Color at (1490, 795): R=80, G=54, B=31
Color at (1490, 795): R=80, G=54, B=31
Color at (1490, 795): R=80, G=54, B=31
Color at (1490, 795): R=81, G=54, B=31
Color at (1490, 795): R=80, G=54, B=31
Color at (1490, 795): R=80, G=54, B=31
Color at (1490, 795): R=80, G=54, B=30
Color at (1490, 795): R=80, G=54, B=30
Color at (1490, 795): R=80, G=54, B=30
Color at (1490, 795): R=80, G=55, B=30
Color at (1490, 795): R=80, G=56, B=30
Color at (1490, 795): R=81, G=58, B=30
Color at (1490, 795): R=81, G=58, B=30
Color at (1490, 795): R=81, G=57, B=30
